-,MOT,v2_m1,13283789.1950,-17227904.4680,15063468.9190,-81.6939,1938.6379,2299.6371,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283789.1133,-17227902.5295,15063471.2185,-81.6938,1938.6382,2299.6368,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283789.0316,-17227900.5905,15063473.5185,-81.6937,1938.6385,2299.6365,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.9499,-17227898.6520,15063475.8180,-81.6936,1938.6388,2299.6362,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.8682,-17227896.7135,15063478.1174,-81.6936,1938.6391,2299.6358,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.7865,-17227894.7746,15063480.4174,-81.6935,1938.6394,2299.6355,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.7048,-17227892.8361,15063482.7169,-81.6934,1938.6397,2299.6352,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.6231,-17227890.8976,15063485.0164,-81.6934,1938.6400,2299.6349,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.5415,-17227888.9591,15063487.3158,-81.6933,1938.6403,2299.6345,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.4598,-17227887.0201,15063489.6159,-81.6932,1938.6406,2299.6342,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.3781,-17227885.0816,15063491.9153,-81.6932,1938.6408,2299.6339,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.2964,-17227883.1431,15063494.2148,-81.6931,1938.6411,2299.6336,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.2147,-17227881.2042,15063496.5148,-81.6930,1938.6414,2299.6332,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.1330,-17227879.2657,15063498.8143,-81.6930,1938.6417,2299.6329,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283788.0513,-17227877.3272,15063501.1137,-81.6929,1938.6420,2299.6326,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283787.9696,-17227875.3882,15063503.4138,-81.6928,1938.6423,2299.6323,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
-,MOT,v1_m1,13283787.8879,-17227873.4497,15063505.7132,-81.6928,1938.6426,2299.6319,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
